company_name,Ticker1,Industry,Country/Territory,Employees,Revenue,Assets,Profits,Sector,P/E Ratio (ttm),Forward P/E,Diluted EPS (ttm),Dividends Per Share,Dividend Yield,Price to Sales (ttm),Price to Book Value (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue Per Share (ttm),Revenue Growth (y/o/y),Total Cash Per Share,Total Debt/Equity,Current Ratio,Market Cap USD,EBITDA (ttm) USD,Total Cash USD,Total Debt USD,segment_list,business_segments_homologation
Aptiv,APTV,Consumer Durables,Ireland,160000.0,18.1,21.7,0.667,Consumer Cyclical,7.7536087,11.188889,10.39,,,1.0955573,1.9465518,0.17241,0.10368,0.14653,0.04966,0.28331,72.407,0.06,5.877,57.303,1.715,21.967020032,2.744,1.64,6.786999808,"['Signal and Power Solutions', 'Advanced Safety and User Experience', 'and Eliminations and Other']"," Automotive Electronics, Advanced Safety Systems, Connected Services, Autonomous Driving, Electrification Solutions "
NN Group,NN.AS,Banking and Financial Services,Netherlands,15000.0,18.1,230.6,0.4645,Financial Services,30.632353,6.190193,1.36,4.99,0.12060001,1.6837746,0.54226434,0.55357,0.65142,0.17296,0.0077600004,0.060850002,23.358,,210.318,65.661,,12.32199696384,2.93003993088,62.206920622080006,14.976359792640002,"['Netherlands Life', 'Netherlands Non-Life', 'Insurance Europe', 'Japan Life', 'Asset Management', 'and Others']"," Life Insurance, Pensions, Asset Management, Banking, Digital Insurance "
China Hongqiao Group,1378.HK,Materials,China,46647.0,19.6,26.7,1.3,Basic Materials,20.594595,6.047619,0.37,0.22,0.028900001,0.561046,0.83625984,0.07057,0.040939998,0.02574,0.00911,0.041750003,13.657,-0.044,3.142,65.339,1.201,10.613931589632,1.481315641344,4.377179928575999,9.471677558784,[]," Aluminum Production, Aluminum Fabrication, Renewable Energy, Materials Recycling, Logistics "
Otis Worldwide,OTIS,"Engineering, Manufacturing",United States,69000.0,13.6,9.8,1.3,Industrials,29.563421,23.636793,3.39,1.36,0.0137,2.859786,,0.29552,0.15387,0.098950006,0.1407,,34.538,0.053,3.142,,0.988,40.634699776,2.436999936,1.274,7.306999808,[]," Elevators, Escalators, Moving Walkways, Service and Modernization, Digital Solutions "
Sasol,SOL,"Construction, Oil & Gas Operations, Mining and Chemicals",South Africa,28630.0,18.8,24.8,2.4,Technology,19.6,5.6000004,0.1,,,1.3800937,0.34223852,0.26924,-0.28384,-0.08574,-0.009459999,-0.021659998,1.408,-0.517,0.123,16.109,5.4,0.112271744,-0.000661159,0.069286,0.0581,['Mining; Exploration and Production International; Energy; Base Chemicals; Performance Chemicals; and Group Functions']," Energy and Chemicals, Synthetic Fuels, Mining, Gas, Advanced Materials "
Yara International,YAR.OL,Chemicals,Norway,17500.0,22.0,17.7,1.9,Basic Materials,14.134335,9.320496,23.97,5.0,0.0149,5.5927134,11.427414,0.21619,0.061339997,0.00311,0.015470001,0.0066799996,60.579,-0.355,2.116,55.878,1.673,86.30116352,1.267000064,0.539,4.230000128,"['Sales and Marketing', 'Industrial', 'Production', 'and Supply Chain']"," Fertilizers, Industrial Products, Environmental Solutions, Emissions Abatement, Digital Farming "
Continental,CON.DE,Automotive (Automotive and Suppliers),Germany,199038.0,41.4,42.1,0.07,Consumer Cyclical,11.525951,5.9748883,5.78,2.2,0.0324,0.32168612,0.97430426,0.21265,0.05876,0.02792,0.03235,0.085710004,207.103,0.015,14.616,50.762,1.203,14.3903526912,4.454784,3.157056,7.743816069120001,"['Chassis and Safety', 'Powertrain', 'Interior', 'Tires', 'ContiTech', 'and Other/Consolidation']"," Automotive Technologies, Tires, Industrial Solutions, Digitalization, Mobility Services "
Sumitomo Electric,5802.T,Capital Goods,Japan,281075.0,29.2,30.1,0.7621,Consumer Cyclical,13.852901,12.878747,172.13,74.0,0.031400003,0.4309121,0.91638154,0.1741,0.07045,0.03112,0.03525,0.07387,5533.633,0.126,395.515,38.588,1.614,16.9224255176704,3.9862755459072,2.8068857643008003,7.879853735936,"['Automotive', 'Infocommunications', 'Electronics', 'Environment and Energy', 'and Industrial Materials and Others']"," Automotive, Electronics, Environment and Energy, Industrial Materials, Information and Communications "
Nan Ya Plastics,1303.TW,Chemicals,Taiwan,,11.9,21.6,1.1,Basic Materials,68.75,11.904762,0.8,3.0,0.0545,1.6792536,1.2111603,0.07405,0.01387,0.02429,0.0019,0.02103,32.753,-0.169,14.283,50.596,1.691,13.958243155968,0.808522809344,3.62474766336,6.10529705984,"['Plastic Products', 'Plastic Materials', 'Electronic Materials', 'Polyester Product', 'and Other Department']"," Plastics and Chemicals, Electronic Materials, Synthetic Fibers, Biotechnology, Renewable Energy "
Guotai Junan Securities,601211.SS,Diversified Financials,China,14492.0,5.7,123.8,1.6,Financial Services,11.919354,9.597403,1.24,0.53,0.0359,3.5430315,0.89543194,0.61627996,0.38577998,0.33882,0.01432,0.07379,3.879,0.113,66.781,206.972,1.392,17.996794109952,,86.823692992512,52.419133734912,"['Institutional Finance', 'Personal Finance', 'Investment Management and International Business']"," Securities Brokerage, Investment Banking, Asset Management, Wealth Management, FinTech Solutions "
Block,SQ,IT Software & Services,United States,12428.0,17.5,31.4,-0.5407000000000001,Technology,4202.5005,19.411087,0.02,,,2.3612835,2.768628,0.34577,0.0117,0.00045000002,-0.00154,-0.00118,35.995,0.241,10.145,32.48,1.901,51.748999168,0.255104992,6.245996032,6.071517184,[]," Digital Payments, Financial Services, Blockchain Technologies, Music Streaming, Food Delivery "
Aluminum Corp of China,601600.SS,Trading Companies,China,67383.0,43.3,30.5,0.6267999999999999,Basic Materials,27.64,16.069767,0.25,0.04,0.0052,0.4315941,2.0769463,0.10738,0.10203,0.01647,0.046040002,0.10283,14.851,-0.209,1.205,77.434,0.97,15.973490663424,3.626404368384,3.038816514048,10.9321863168,"['Alumina', 'Primary Aluminum', 'Trading', 'Energy', 'and Corporate and Other']"," Aluminum Production, Aluminum Fabrication, Energy, Mining, Logistics "
Kellogg,K,"Food, Soft Beverages, Alcohol & Tobacco",United States,30000.0,15.7,18.6,0.836,Consumer Defensive,24.937778,14.727035,2.25,2.24,0.040599998,1.4613701,6.019095,0.32678002,0.12854,0.07247,0.05133,0.20351,38.359,-0.172,0.831,193.707,0.658,19.176097792,1.82,0.283,6.526000128,"['North America', 'Europe', 'Latin America', 'and AMEA']"," Cereal and Snacks, Plant-based Foods, Frozen Foods, Emerging Markets, Direct-to-Consumer "
SQM,SQM,Chemicals,Chile,6997.0,10.8,10.8,3.9,Basic Materials,7.025532,7.98871,7.05,5.02,0.0994,1.8945658,2.5579712,0.41179,0.23532,0.26951998,0.16065,0.38474998,26.143,-0.581,8.256,81.645,2.495,14.14765056,3.159083008,2.358166016,4.545078784,"['Specialty Plant Nutrients', 'Industrial Chemicals', 'Iodine & Derivatives', 'Lithium & Derivatives', 'Potassium and Other Products & Services']"," Specialty Plant Nutrition, Lithium and Derivatives, Iodine and Derivatives, Industrial Chemicals, Potassium "
Ashtead Group,AHT.L,Business Services & Supplies,United Kingdom,16068.0,9.3,18.0,1.6,Industrials,19.172413,1700.3058,2.9,0.8,0.0145000005,2.273444,352.3001,0.94158995,0.22221,0.15174,0.08314,0.25669,24.411,0.095,0.051,162.353,1.359,24.268787712,4.609200128,0.0224,11.188100096,"['Sunbelt', 'A-Plant', 'Sunbelt Canada', 'and Corporate Items']"," Equipment Rental, Facilities Management, Environmental Services, Logistics, Digital Solutions "
Daiichi Sankyo,4568.T,Drugs & Biotechnology,Japan,16033.0,9.4,18.9,0.8057000000000001,Healthcare,50.573406,50.313496,96.79,60.0,0.012200001,6.2424746,5.9167237,0.72281,0.22261,0.12375,0.03735,0.12433,784.136,0.313,626.358,6.415,3.563,85.406949834752,2.1347234807808,10.9292003917824,0.926434582528,[]," Pharmaceuticals, Biologics, Vaccines, Regenerative Medicine, Digital Health "
Power Finance,PFC.BO,Business Services & Supplies,India,568.0,9.2,99.7,1.8,Financial Services,6.787092,,57.02,14.6,0.0404,3.6206172,1.3217981,0.99184,0.96607,0.53335,,,106.884,0.065,76.041,661.422,66.391,16.60280307712,,3.262266834944,109.923549052928,[]," Power Generation, Transmission and Distribution, Renewable Energy, Energy Efficiency, Energy Storage "
Thomson Reuters,TRI,Media & Advertising,Canada,25000.0,6.7,21.0,1.2,Industrials,27.471,38.690594,5.69,2.16,0.0137,10.384539,6.463631,0.39726,0.29642,0.39666998,0.059510004,0.2306,14.668,0.028,3.022,32.014,0.903,70.552551424,2.084999936,1.364,3.542000128,"['Legal Professionals', 'Corporates', 'Tax Professionals', 'Reuters News and Global Print']"," Legal Solutions, Tax and Accounting Solutions, Risk and Compliance, News and Media, Artificial Intelligence "
Galp Energia,GALP.LS,Oil & Gas Operations,Portugal,6715.0,27.4,16.7,1.9,Energy,7.4485292,12.662499,2.04,0.53,0.0346,0.60053754,2.66392,0.19156,0.08853,0.060060002,0.10024,0.27778,26.747,-0.171,3.114,101.501,1.563,13.41134917632,3.62555993088,2.59956006912,5.84279986176,['Exploration and Production; Refining and Marketing; Gas and Power; and Others']," Oil and Gas Exploration and Production, Refining and Marketing, Renewable Energy, Power Generation, New Energy Solutions "
Assa Abloy,ASSA-B.ST,Capital Goods,Sweden,52000.0,12.2,14.8,1.4,Industrials,25.578176,19.942858,12.28,5.4,0.0175,2.4794338,3.8076882,0.40155,0.17830999,0.09688,0.07637,0.15354,126.683,0.123,1.796,71.138,1.099,34.8896002048,2.5008001024,0.1995000064,6.5194000384,[]," Door Opening Solutions, Entrance Systems, Electronic Access Control, Hospitality Solutions, Residential Security "
Essity,ESSITY-B.ST,Household & Personal Products,Sweden,48000.0,15.9,20.8,0.7625,Consumer Defensive,18.080359,18.38124,13.44,7.75,0.0323,1.160023,2.4090173,0.30255,0.12494001,0.06493,0.05365,0.12204,209.522,-0.164,7.384,76.801,1.293,17.0693902336,2.3822000128,0.5185999872,6.0984000512,"['Personal Care', 'Consumer Tissue', 'Professional Hygiene', 'and Other Operations']"," Professional Hygiene, Consumer Goods, Incontinence Products, Medical Solutions, Digital Services "
First Citizens Bank (NC),FCNCA,Banking and Financial Services,United States,10684.0,5.1,110.7,1.1,Financial Services,2.05668,8.55674,784.58,6.56,0.0041,3.0635204,1.1499996,,0.44187,1.50789,0.07098,0.74173,523.407,0.986,2453.077,,,23.295008768,,35.62999808,39.774998528,[]," Commercial Banking, Retail Banking, Wealth Management, Mortgage Lending, Digital Banking "
Huaneng Power International,600011.SS,Utilities,China,57069.0,36.4,74.2,-1.5,Utilities,25.685715,8.561905,0.35,,,0.46533749,1.0267246,0.12116,0.04754,0.0332,0.02657,0.06098,,0.005,,148.094,0.553,17.401906249728,6.886528954368,2.476929057792,37.305274761216,"['PRC Power', 'Singapore', 'and All Other']"," Thermal Power Generation, Renewable Energy, Coal Mining, Shipping, Energy Services "
East Money Information  ,300059.SZ,IT Software & Services,China,6205.0,2.0,32.2,1.2,Financial Services,26.615385,21.625,0.52,0.07,0.0050999997,20.007814,3.0357535,0.93928003,0.57297003,0.74697995,0.0363,0.1195,0.696,-0.124,9.186,120.275,1.439,32.26075152384,,21.316445896704,12.723335847936,[]," Financial Data and Analytics, Wealth Management Solutions, FinTech Products, Digital Marketing, AI-Driven Insights "
Chesapeake Energy,CHK,Oil & Gas Operations,United States,1200.0,14.1,15.7,4.9,Energy,5.0975175,10.099532,16.92,2.91,0.0337,1.8655646,1.051419,0.35919,0.4616,0.40003,0.09219,0.24369,45.521,-0.593,8.25,19.825,1.986,11.281069056,3.74,1.079000064,2.127000064,[]," Oil and Gas Exploration and Production, Natural Gas Gathering and Processing, Midstream Operations, Renewable Energy, Carbon Capture and Storage "
Sika,SIKA.SW,"Construction, Oil & Gas Operations, Mining and Chemicals",Switzerland,33698.0,11.0,12.4,1.2,Basic Materials,40.963856,29.090908,6.64,3.3,0.0124,3.8828,7.3706746,0.53608,0.21478,0.0945,0.08287,0.19497,72.15,0.119,4.04,98.899,1.23,44.94635278336,2.17669896704,0.667646,6.04393690112,[]," Construction Chemicals, Roofing Systems, Concrete Admixtures, Sealants and Adhesives, Waterproofing Solutions "
Chongqing Rural Bank,3618.HK,Banking,China,15167.0,8.1,208.4,1.6,Financial Services,3.114286,2.868421,1.05,0.3,0.0923,2.3008027,0.3069846,,0.59873,0.49317002,0.00806,0.09435,1.959,-0.029,22.054,,,7.536017534976,,36.818773082112,51.45266208768,"['Corporate Banking', 'Personal Banking', 'and Financial Market Operations']"," Retail Banking, Corporate Banking, Digital Banking, Wealth Management, Financial Inclusion "
Resona Holdings,8308.T,Banking,Japan,19744.0,6.4,556.8,0.8147000000000001,Financial Services,14.538786,13.271121,64.07,22.0,0.0238,2.8188756,0.8241868,,0.24042,0.19589001,0.00205,0.05943,327.212,-0.044,8729.619,,,19.7456782688256,,185.0479921332224,63.741706213785605,"['Consumer Banking', 'Corporate Banking', 'Market Trading', 'Kansai Mirai Financial Group', 'and Others']"," Retail Banking, Corporate Banking, Asset Management, Trust Services, Digital Banking "
Jabil Circuit,JBL,Technology Hardware & Equipment,United States,250000.0,35.1,19.6,0.963,Technology,21.974491,12.305715,5.88,0.32,0.0025,0.5136105,6.0861993,0.089379996,0.04478,0.047030002,0.0542,0.56602,247.585,-0.168,20.495,122.348,1.166,16.480219136,2.356999936,2.566000128,3.252,['Electronics Manufacturing Services and Diversified Manufacturing Services']," Electronics Manufacturing Services, Design and Engineering, Supply Chain Solutions, Sustainable Technologies, Additive Manufacturing "
HMM,011200.KS,Transportation,South Korea,1678.0,14.4,20.5,7.8,Industrials,,14.273287,,600.0,0.0378,1.2917991,,0.11604,0.020350002,0.11529,0.01411,0.045890003,14459.006,-0.415,13719.21,14.118,6.585,8.24779678416896,1.10751536119808,8.935201308672,2.30056789016576,[]," Container Shipping, Bulk Shipping, Logistics, Terminal Operations, Green Shipping Solutions "
Aegon,AGN.AS,Insurance,Netherlands,19087.0,20.1,405.3,-0.7956,Financial Services,,6.423529,-0.69,0.32,0.0594,-0.7197943,1.0542576,,-0.0806,,-0.00311,-0.11519,-6.774,-0.091,1.928,52.644,1.304,10.42619129856,-2.0460599654400005,4.05540006912,5.82659979264,['Americas; Europe; Asia; Asset management; and Holding and Other Activities']," Life Insurance, Pensions, Asset Management, Banking, Digital Insurance Solutions "
Ageas,AGS.BR,Insurance,Belgium,13388.0,9.3,106.2,1.1,Financial Services,8.22379,5.681059,4.96,3.5,0.0863,0.60350734,1.0368582,0.49847,0.24490999,0.07338,0.02375,0.12473,67.596,,105.921,85.885,3.511,8.09129558016,4.52628006912,21.0092396544,7.609680138240001,"['Belgium', 'the United Kingdom', 'Continental Europe', 'Asia', 'Reinsurance', 'and General Account']"," Insurance, Asset Management, Banking, Real Estate, Digital Insurance Solutions "
Hengli Petrochemical,600346.SS,Chemicals,China,38550.0,31.7,34.7,-0.129,Consumer Cyclical,47.464287,9.102739,0.28,,,0.4155661,1.5929521,0.08246,0.08615,0.00858,0.01075,0.03329,32.181,0.244,3.685,253.103,0.598,13.751796129792,1.994075725824,3.813051260928,21.870988640256,[]," Petrochemicals, Refining, New Materials, Renewable Energy, Logistics "
Mitsubishi UFJ Lease,8593.T,Business Services & Supplies,Japan,8803.0,14.2,84.3,0.8331000000000001,Financial Services,14.058441,11.442918,77.0,38.0,0.0352,0.81253105,0.93956333,0.18981001,0.07715,0.058029998,0.00748,0.06921,1331.148,0.036,296.645,508.302,1.674,14.128930816,4.5514217455616,3.8718497685504,77.394807619584,['Customer Finance and Asset Finance']," Leasing, Financing, Logistics Solutions, Asset Management, Sustainability Services "
Greenland Holdings Group,600606.SS,Construction,China,79999.0,63.3,190.4,0.2994,Real Estate,,6.333333,-0.24,,,0.07658961,0.30422124,0.0779,0.02648,-0.00906,0.00354,-0.01181,27.277,-0.216,3.693,126.827,1.122,4.317871896576,1.568160362496,7.37414393856,30.599216234496,[]," Real Estate Development, Construction, Urban Services, Modern Agriculture, Healthcare "
Dongfeng Motor Group,0489.HK,Automotive (Automotive and Suppliers),China,119420.0,13.8,47.5,1.5,Consumer Cyclical,4.6578946,7.08,0.76,0.33,0.0926,0.31201017,0.19285247,0.08469,-0.07247,0.06424,-0.01878,0.02777,10.922,0.029,10.826,32.147,1.49,4.308787832832,-0.769986018816,13.576332263424,7.808493084672,"['Commercial Vehicles', 'Passenger Vehicles', 'Financing Service', 'and Corporate and Others']"," Automotive Manufacturing, Mobility Solutions, Autonomous Driving, Energy-Efficient Vehicles, Digital Services "
Shanghai Pharmaceuticals,601607.SS,Drugs & Biotechnology,China,47877.0,35.1,30.0,0.8677999999999999,Healthcare,14.6470585,10.759259,1.19,0.61,0.035,0.23042713,0.94216216,0.12422,0.036310002,0.01805,0.027379999,0.07606,67.833,0.032,10.981,66.12,1.345,8.633418436608,1.49688881664,5.978099699712,7.789668052992,[]," Pharmaceutical Manufacturing, Healthcare Services, Medical Devices, Biopharmaceuticals, Digital Health Solutions "
Roper Technologies,ROP,IT Software & Services,United States,15800.0,5.6,27.1,1.2,Technology,43.664055,27.883709,12.74,3.0,0.0054,9.636796,3.4088292,0.69721,0.28683,0.22406,0.03956,0.08174,57.953,0.128,2.002,37.444,0.5,59.534200832,2.500400128,0.2143,6.532100096,"['Application Software', 'Network Software & Systems', 'Measurement & Analytical Solution', 'and Process Technologies']"," Software, Medical and Scientific Imaging, Industrial Technology, Measurement and Analytical Solutions, Digital Transformation "
Celanese,CE,"Construction, Oil & Gas Operations, Mining and Chemicals",United States,13000.0,9.7,26.3,1.9,Basic Materials,9.352222,12.041488,18.0,2.8,0.016900001,1.6757984,2.5854309,0.23793,0.07863,0.17916,0.02717,0.28893998,100.506,0.094,16.574,186.679,1.527,18.3332352,1.831000064,1.804999936,14.097999872,"['Engineered Materials', 'Acetate Tow', 'Acetyl Chain and Other Activities']"," Chemicals and Specialty Materials, Engineered Materials, Acetyl Chain, Food Ingredients, Biotech Solutions "
Julius Baer Group,BAER.SW,Banking and Financial Services,Switzerland,7185.0,4.7,114.2,0.9943,Financial Services,10.36473,9.33574,4.99,2.6,0.0525,3.2654088,1.7193006,,-0.03619,0.14015001,0.00448,0.07283,15.754,-0.391,147.343,,,10.89564046336,,31.083442176,25.61599729664,[]," Private Banking, Wealth Management, Asset Management, Investment Solutions, Digital Banking "
Isuzu Motors,7202.T,Automotive (Automotive and Suppliers),Japan,44495.0,23.4,22.9,1.1,Consumer Cyclical,8.880454,8.719692,239.74,86.0,0.040799998,0.46979323,1.1320909,0.19875,0.122150004,0.054619998,0.062280003,0.15180999,4387.471,0.062,478.875,34.575,1.786,14.5058402664448,3.888455008256,3.3012252442624006,5.13724137472,[]," Commercial Vehicles, Diesel Engines, Industrial Engines, Automotive Components, Logistics Solutions "
TD SYNNEX,SNX,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",United States,22000.0,62.0,29.2,0.6821,Technology,15.673135,8.028288,6.7,1.6,0.0153,0.16004373,1.1378387,0.06901,0.023139998,0.01089,0.027460001,0.07735,621.737,-0.113,11.603,55.612,1.2,9.211383808,1.717629056,1.033776,4.550850048,['Technology Solutions and Concentrix']," IT Distribution, Logistics Services, Cloud Solutions, Internet of Things, Digital Transformation "
Motorola Solutions,MSI,"Semiconductors, Electronics, Electrical Engineering, Technology Hardware & Equipment",United States,20000.0,9.4,12.4,1.4,Technology,35.163143,25.21083,9.93,3.92,0.0113,5.8136554,80.15841,0.4988,0.28219998,0.17128,0.11788,3.9402301,59.749,0.052,10.263,886.333,0.998,58.00865792,2.822000128,1.704999936,6.550000128,['Products and Systems Integration']," Mission-Critical Communications, Video Security and Analytics, Command Center Software, Managed and Support Services, Cybersecurity Solutions "
